,1,2,3,4,5,6,7,8,9,10
0,0.26963705679146766,0.12509764427125247,0.12489510297086387,0.10703245866955272,0.16559329298535042,0.1250976379316281,0.1644881207535341,0.16649592935912386,0.23195736085586632,0.31015245654729945
