,1,2,3,4,5,6,7,8,9,10
0,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925,71959677.11059925
