,Benchmark,Mean,Median,Best,Worst,STD
0,F1,5.353897833824158,5.3534111976623535,5.252699136734009,5.398630857467651,0.04355639273178033
1,F2,5.2919642448425295,5.301872968673706,5.2225658893585205,5.320215940475464,0.028838407242975105
2,F3,116.55118055343628,117.40601241588593,104.92122554779053,119.98337864875793,4.009797014919294
3,F4,5.12492299079895,5.125719308853149,5.088866949081421,5.1495654582977295,0.016778523214083612
4,F5,11.50608425140381,11.563528656959534,11.19607162475586,11.671007871627808,0.14419867193108105
5,F6,7.488284659385681,7.494958877563477,7.388787031173706,7.542259454727173,0.05149754400867152
6,F7,6.023295640945435,6.012247562408447,5.9732582569122314,6.093505620956421,0.033451604526531044
7,F8,5.262615156173706,5.2541844844818115,5.171332836151123,5.331390619277954,0.04539088351806629
8,F9,9.440017175674438,9.435741662979126,9.364896059036255,9.524400472640991,0.05392580173510065
9,F10,8.138105034828186,8.137353777885437,8.104079723358154,8.195713996887207,0.028271094253918626
10,F11,8.507981896400452,8.50362503528595,8.459794998168945,8.56753134727478,0.030546661195847268
11,F12,10.834126186370849,10.838720679283142,10.792104482650757,10.885883092880249,0.030369108988078687
12,F13,10.115722346305848,10.11329185962677,10.042428493499756,10.196441411972046,0.04559005838668656
