,1,2,3,4,5,6,7,8,9,10
0,0.0840559637535346,0.09766399671695786,0.09759458690205874,0.09775692105335446,0.058225209617710695,0.05575544449226423,0.055721374442162276,0.09762944359516033,0.09774128472418804,0.09775503385616464
