,1,2,3,4,5,6,7,8,9,10
0,0.09782497974674702,0.09783140972641596,0.09813168686397937,0.09789916855717179,0.06112987663115748,0.09767088327579738,0.09789235469031411,0.0979003032395484,0.09829745351788058,0.09794106252808552
